"UNIQUE_REFERENCE_NUMBER"|"NAME"|"POINTX_CLASSIFICATION_CODE"|"FEATURE_EASTING"|"FEATURE_NORTHING"|"POSITIONAL_ACCURACY_CODE"|"UPRN"|"TOPOGRAPHIC_TOID"|"TOPOGRAPHIC_TOID_VERSION"|"ITN_EASTING"|"ITN_NORTHING"|"ITN_TOID"|"ITN_TOID_VERSION"|"DISTANCE"|"ADDRESS_DETAIL"|"STREET_NAME"|"LOCALITY"|"GEOGRAPHIC_COUNTY"|"POSTCODE"|"VERIFIED_ADDRESS"|"ADMINISTRATIVE_BOUNDARY"|"TELEPHONE_NUMBER"|"URL"|"BRAND"|"QUALIFIER_TYPE"|"QUALIFIER_DATA"|"PROVENANCE"|"DATE_OF_SUPPLY"
103385928|"Cash Machine (Barclays Bank plc)"|"02090141"|292146.7|92726.4|1|""|"Not Assigned"|0|292127.2|92753.2|"4000000025295481"|"8"|33.1|"2"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LT"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"Through the wall with 24 hour accessibility, opens onto public throughfare"|"VocaLink"|"01-DEC-2014"
44146362|"Parchment"|"09480717"|292247|92663|1|""|"1000002070809040"|3|292281.4|92628.8|"4000000025439407"|"3"|48.5|"13"|"Bedford Street"|"Princesshay, Exeter"|"Devon"|"EX1 1GG"|"Y"|"Exeter District"|"01392423589"|""|""|""|""|"PointX"|"01-DEC-2014"
45437366|"Wi-Fi Hotspot (BT Openzone)"|"06340802"|292250.8|92812.2|1|""|"0001000012317961"|5|292236.8|92831.8|"4000000025295481"|"8"|24.1|"5"|"High Street"|"Exeter"|"Devon"|"EX4 3LF"|"Y"|"Exeter District"|""|""|""|""|""|"BT Openzone"|"01-DEC-2014"
104153978|"Wi-Fi Hotspot (BT Openzone)"|"06340802"|291968.8|92804.5|1|""|"0001000012290449"|5|291956.4|92794.3|"4000000025321251"|"4"|16|"79-81"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Y"|"Exeter District"|""|""|""|""|""|"BT Openzone"|"01-DEC-2014"
97409696|"Wi-Fi Hotspot (The Cloud)"|"06340802"|291387.4|92170|1|""|"0001000012292523"|4|291377.8|92157.5|"4000000025320940"|"8"|15.8|"68"|"Okehampton Street"|"Exeter"|"Devon"|"EX4 1DY"|"Y"|"Exeter District"|""|""|""|""|""|"The Cloud"|"01-DEC-2014"
48005024|"Mega Kebab House"|"01020018"|292616|93108.5|1|""|"0001000012322962"|6|292605.2|93121|"4000000025321260"|"5"|16.5|"133"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RY"|"Y"|"Exeter District"|"01392221466"|""|""|""|""|"118 Information"|"01-DEC-2014"
48743360|"Dukes"|"09460656"|291838.4|92735.9|1|""|"0001000012291024"|5|291848|92724.8|"4000000025335970"|"10"|14.7|"11 The Harlequin Centre"|"Paul Street"|"Exeter"|"Devon"|"EX4 3TT"|"Y"|"Exeter District"|"01392274840"|"www.dukesclothing.com"|""|""|""|"118 Information"|"01-DEC-2014"
48868723|"The Model Shop"|"09480686"|291608.1|92860.5|1|""|"0001000012290526"|3|291597.1|92851.8|"4000000025351645"|"6"|14|"4"|"St. Davids Hill"|"Exeter"|"Devon"|"EX4 3RG"|"Y"|"Exeter District"|"01392421906"|"www.trainsandtrack.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
48982072|"PDSA Charity Shop"|"09480714"|292546.7|93040|1|""|"0001000012322934"|5|292532.3|93056.1|"4000000025321220"|"4"|21.6|"152"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RT"|"Y"|"Exeter District"|"01392420408"|"www.pdsa.org.uk"|"PDSA"|""|""|"118 Information"|"01-DEC-2014"
48858550|"Exeter Pet & Garden"|"09480691"|292562.9|93050.8|1|""|"0001000012322939"|5|292546.7|93068.9|"4000000025321220"|"4"|24.3|"148"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6RT"|"Y"|"Exeter District"|"01392279658"|""|""|""|""|"118 Information"|"01-DEC-2014"
49723410|"Body 2000 Gymnasium"|"02100821"|292711.6|93119.3|1|""|"1000002070782518"|1|292722|93109|"4000000025306118"|"3"|14.6|"9a"|"Verney Street"|"Exeter"|"Devon"|"EX1 2AW"|"Y"|"Exeter District"|"01392276091"|"www.body2000.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54795429|"H Q Hair & Beauty"|"02100156"|291837.3|92762.2|1|""|"0001000012291010"|4|291860.4|92735.6|"4000000025335970"|"10"|35.3|"14 The Harlequin Centre"|"Paul Street"|"Exeter"|"Devon"|"EX4 3TT"|"Y"|"Exeter District"|"01392494348"|"www.hqhairandbeauty.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54741683|"Cavendish Online Ltd"|"02090149"|292018|92615.7|1|""|"0001000012317801"|5|292023.5|92602.4|"4000000025447581"|"4"|14.4|"22"|"Cathedral Yard"|"Exeter"|"Devon"|"EX1 1HB"|"Y"|"Exeter District"|"01392439854"|""|""|""|""|"118 Information"|"01-DEC-2014"
54907719|"Cornerstone Housing"|"02110191"|291972.7|92279.4|1|""|"5000005107696159"|1|291976.7|92264.2|"4000000025306043"|"7"|15.7|"Cornerstone House"|"Western Way"|"Exeter"|"Devon"|"EX1 1AL"|"Y"|"Exeter District"|"01392273462"|"www.cornerstonehousing.net"|""|""|""|"118 Information"|"01-DEC-2014"
54820401|"Jeff Goodwin Hair"|"02100156"|291723.3|93064.2|1|""|"0001000012294365"|4|291736.9|93075.1|"4000000025432301"|"1"|17.4|"53"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"01392219858"|"www.jeffgoodwinhair.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
55004926|"Howell Road Garage"|"02130212"|292142.6|93270.7|1|""|"0001000012324102"|5|292140.7|93283.4|"4000000025321241"|"4"|12.8|"68-72"|"Howell Road"|"Exeter"|"Devon"|"EX4 4LZ"|"Y"|"Exeter District"|"01392213322"|""|""|""|""|"118 Information"|"01-DEC-2014"
54956112|"Envoy Property Management"|"02110191"|292419.6|92544.7|1|""|"0001000012317692"|4|292411.8|92547.4|"4000000025336058"|"7"|8.3|"Balliol House"|"Southernhay Gardens"|"Exeter"|"Devon"|"EX1 1NP"|"Y"|"Exeter District"|"01392203010"|"www.envoypropertymanagement.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54744074|"Lloyds Bank"|"02090138"|292115.9|92777.6|1|""|"0001000012318013"|5|292131.4|92756.2|"4000000025295481"|"8"|26.4|"234"|"High Street"|"Exeter"|"Devon"|"EX4 3NL"|"Y"|"Exeter District"|"08453000000"|"www.lloydsbank.com"|"Lloyds"|""|""|"118 Information"|"01-DEC-2014"
54923165|"Assinder Turnham & Co Ltd"|"02110195"|292269.2|92488.3|1|""|"0001000012320530"|5|292284.3|92482.6|"4000000025306052"|"4"|16.2|"6"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1JG"|"Y"|"Exeter District"|"01392499091"|""|""|""|""|"118 Information"|"01-DEC-2014"
64209480|"Drapes 2"|"07370476"|291873|92773|1|""|"0001000012291005"|4|291886.1|92757.6|"4000000025335970"|"10"|20.2|"18-19 The Harlequin Centre"|"Paul Street"|"Exeter"|"Devon"|"EX4 3TT"|"Y"|"Exeter District"|"01392215578"|""|""|""|""|"118 Information"|"01-DEC-2014"
75350432|"Pre-School Learning Alliance"|"06350816"|292060.9|92409|1|""|"0001000012320428"|5|292074.6|92392.3|"4000000025336061"|"5"|21.6|"3"|"Palace Gate"|"Exeter"|"Devon"|"EX1 1JA"|"Y"|"Exeter District"|"01392435464"|"www.pre-school.org.uk"|"Pre-School Learning Alliance"|""|""|"118 Information"|"01-DEC-2014"
75335131|"Recruitment Solutions"|"02050078"|291809.4|92250.8|1|""|"1000002070829810"|2|291798.2|92235|"4000000025458658"|"2"|19.3|"13"|"West Street"|"Exeter"|"Devon"|"EX1 1BB"|"Y"|"Exeter District"|"01392430800"|"www.rsuk.biz"|""|""|""|"118 Information"|"01-DEC-2014"
80813730|"HSBC"|"02090138"|292249.9|92877.6|1|""|"0001000012318026"|5|292267.3|92853.6|"4000000025295481"|"8"|29.7|"250"|"High Street"|"Exeter"|"Devon"|"EX4 3PZ"|"Y"|"Exeter District"|"08457404404"|"www.hsbc.co.uk"|"HSBC"|""|""|"118 Information"|"01-DEC-2014"
78538757|"Bioskinjetting & Electrolysis"|"02100156"|292235.9|93579|1|""|"0001000012322328"|2|292219.6|93570.2|"4000000025321298"|"5"|18.5|"36"|"Thornton Hill"|"Exeter"|"Devon"|"EX4 4NS"|"Y"|"Exeter District"|"01392432558"|"www.bioandelec.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
91406215|"The Gandhi Indian Cuisine"|"01020043"|291720.1|93130.2|1|""|"0001000012294270"|3|291720.1|93114.9|"4000000025353473"|"5"|15.3|"7"|"New North Road"|"Exeter"|"Devon"|"EX4 4HH"|"Y"|"Exeter District"|"01392272119"|""|""|"Restaurant Type"|"Indian Restaurant"|"118 Information"|"01-DEC-2014"
91442123|"Exonia Bowling Club"|"06350447"|292941|93819|1|""|"0001000012321807"|5|292933.2|93873.6|"4000000025321306"|"3"|55.2|"63"|"Union Road"|"Exeter"|"Devon"|"EX4 6HT"|"Y"|"Exeter District"|"01392259819"|""|""|""|""|"118 Information"|"01-DEC-2014"
91365685|"Cicelys Holistic Beauty"|"02100156"|292256.1|92455.3|1|""|"0001000012320535"|6|292271.7|92449.4|"4000000025306052"|"4"|16.7|"1"|"Southernhay West"|"Exeter"|"Devon"|"EX1 1JG"|"Y"|"Exeter District"|"01392423144"|""|""|""|""|"118 Information"|"01-DEC-2014"
95758675|"Woodbine Guesthouse"|"01010003"|291732.7|93154|1|""|"0001000012294256"|3|291730.4|93164.7|"4000000025335986"|"3"|10.9|"1"|"Woodbine Terrace"|"Exeter"|"Devon"|"EX4 4LJ"|"Y"|"Exeter District"|"01392203302"|"www.woodbineguesthouse.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
97774957|"Wilkinson"|"09480700"|291885|92648|1|""|"0001000012290397"|4|291851.3|92615.4|"4000000025305983"|"8"|46.9|"Unit 100 Guildhall Shopping Centre"|""|"Exeter"|"Devon"|"EX4 3HP"|"N"|"Exeter District"|"01392430000"|"www.wilkinsonplus.com"|"Wilkinson"|""|""|"118 Information"|"01-DEC-2014"
104570389|"Momentum Graphics"|"02080115"|292563.2|93656.9|1|""|"0001000012321560"|4|292579.5|93664.4|"4000000025306136"|"4"|17.9|"36"|"Devonshire Place"|"Exeter"|"Devon"|"EX4 6JA"|"Y"|"Exeter District"|"07986966777"|"www.momentumgraphics.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
104557314|"Saks Hair & Beauty"|"02100156"|292269.6|92782|1|""|"1000002070809085"|2|292235|92830.5|"4000000025295481"|"8"|59.6|"2"|"Bampfylde Lane"|"Exeter"|"Devon"|"EX1 1GQ"|"Y"|"Exeter District"|"01392256999"|"www.saks.co.uk"|"Saks"|""|""|"118 Information"|"01-DEC-2014"
103827293|"B B L Therapy"|"05280372"|292629.8|92475|1|""|"0001000012318722"|4|292650|92475|"4000000025321124"|"6"|20.2|"34"|"Denmark Road"|"Exeter"|"Devon"|"EX1 1SE"|"Y"|"Exeter District"|"07807857523"|"www.bbltherapy.com"|""|""|""|"118 Information"|"01-DEC-2014"
108312567|"McGahey Ltd"|"09470699"|292187.6|92814.7|1|""|"1000002070827095"|1|292196.2|92802.8|"4000000025295481"|"8"|14.7|"245"|"High Street"|"Exeter"|"Devon"|"EX4 3NZ"|"Y"|"Exeter District"|"01392496111"|"www.the-tobacconist.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
108311648|"Crisp E Business"|"02080117"|291757.2|93022.3|1|""|"0001000012294357"|3|291770.6|93033|"4000000025306012"|"8"|17.1|"45"|"Queen Street"|"Exeter"|"Devon"|"EX4 3SR"|"Y"|"Exeter District"|"08448123100"|"www.crisp-ebusiness.com"|""|""|""|"118 Information"|"01-DEC-2014"
109078422|"Exeter Tuition Centre"|"05320403"|291663.9|93098|1|""|"0001000012294220"|4|291665.1|93085.8|"4000000025335983"|"4"|12.3|"13"|"Queens Terrace"|"Exeter"|"Devon"|"EX4 4HR"|"Y"|"Exeter District"|"01392432323"|"www.exetertuitioncentre.com"|""|""|""|"118 Information"|"01-DEC-2014"
109074054|"Lefroy Beauty Therapy"|"02100156"|292040.7|92783.9|1|""|"0001000012318044"|7|292028.2|92772.8|"4000000025321252"|"5"|16.7|"Musgrave House"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Y"|"Exeter District"|"01392438516"|"www.lefroybeautytherapy.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
110617318|"The Hair Hub"|"02100156"|291539.7|92936.3|1|""|"0001000012290798"|3|291530.5|92929.9|"4000000025295464"|"10"|11.2|"24b"|"St. Davids Hill"|"Exeter"|"Devon"|"EX4 4DT"|"Y"|"Exeter District"|"01392274459"|"www.hairhubexeter.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
111213458|"Set 2 Recruit"|"02050078"|292189|92912|1|""|"0001000012318280"|6|292141.9|92891.1|"4000000025346098"|"6"|51.6|"Bradninch Court"|"Castle Street"|"Exeter"|"Devon"|"EX4 3PL"|"N"|"Exeter District"|"01392496496"|"www.set2recruit.com"|""|""|""|"118 Information"|"01-DEC-2014"
64005568|"Electricity Sub Station"|"06340433"|292685|93469|2|""|"Not Assigned"|0|292683|93470.4|"4000000025321320"|"4"|2.4|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
64005581|"Electricity Sub Station"|"06340433"|292125|92930|2|""|"Not Assigned"|0|292123|92929|"4000000025336203"|"4"|2.2|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
64005635|"Electricity Sub Station"|"06340433"|292580|92008|2|""|"Not Assigned"|0|292594|92022|"4000000025336020"|"3"|19.8|""|""|""|"Devon"|"EX2"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
64433927|"Reservoir (Covered)"|"03580807"|291923|93358|1|""|"1000002062037021"|5|291896.5|93352.1|"4000000025321039"|"4"|27.1|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"Area in sq m"|"2789"|"Ordnance Survey"|"01-DEC-2014"
78429124|"Works"|"07410542"|292055|93336|2|""|"Not Assigned"|0|292064.2|93339.3|"4000000025295484"|"4"|9.8|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
76267580|"Friernhay Burial Ground"|"06340454"|291654|92518|2|""|"Not Assigned"|0|291674.5|92536.9|"4000000025305982"|"3"|27.9|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
95261280|"The Hair Gallery"|"02100156"|292030.4|92794.2|1|""|"0001000012318045"|6|292018.6|92783.7|"4000000025321252"|"5"|15.8|"27a"|"Gandy Street"|"Exeter"|"Devon"|"EX4 3LS"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95299222|"CC"|"09460656"|292096|92687.6|1|""|"0001000012317830"|5|292076.3|92711.3|"4000000025458670"|"1"|30.8|"35"|"High Street"|"Exeter"|"Devon"|"EX4 3LW"|"Y"|"Exeter District"|"01392420556"|"www.ccfashion.co.uk"|"CC"|""|""|"Local Data Company"|"01-DEC-2014"
95351538|"Mortimer's"|"09460659"|291993.5|92771.7|1|""|"0001000012290456"|5|291982.5|92762.6|"4000000025321251"|"4"|14.3|"87"|"Queen Street"|"Exeter"|"Devon"|"EX4 3RP"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95409386|"Castle Galleries"|"09480712"|292047.2|92634.6|1|""|"0001000012317797"|5|292056.7|92619.3|"4000000025447581"|"4"|18|"18"|"Cathedral Yard"|"Exeter"|"Devon"|"EX1 1HB"|"Y"|"Exeter District"|"01392425242"|"www.castlegalleries.com"|"Castle Galleries"|""|""|"Local Data Company"|"01-DEC-2014"
95409047|"Style Studio"|"02100156"|291831.1|92618.6|1|""|"0001000012290104"|5|291839.9|92627.1|"4000000025305983"|"8"|12.3|"16"|"North Street"|"Exeter"|"Devon"|"EX4 3QS"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95413942|"Crepes Cafe Gourmandine"|"01020013"|292133.5|92674.8|1|""|"0001000012317747"|4|292176.4|92651.7|"4000000025439407"|"3"|48.7|"14"|"Catherine Street"|"Exeter"|"Devon"|"EX1 1EU"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
95827458|"Zara"|"09460656"|292284.5|92761.2|1|""|"1000002070809050"|3|292330.6|92717.4|"4000000025460689"|"1"|63.6|"8-9"|"Princesshay"|"Exeter"|"Devon"|"EX1 1GE"|"Y"|"Exeter District"|"01392224410"|"www.zara.com"|"Zara"|""|""|"Local Data Company"|"01-DEC-2014"
109130068|"Minuet Petite"|"09460656"|292096|92687.6|1|""|"0001000012317830"|5|292076.3|92711.3|"4000000025458670"|"1"|30.8|"35"|"High Street"|"Exeter"|"Devon"|"EX4 3LN"|"Y"|"Exeter District"|""|"www.minuet-petite.co.uk/"|"Minuet Petite"|""|""|"Local Data Company"|"01-DEC-2014"
109129314|"Tang Shian Chinese Restaurant"|"01020043"|292001.6|92407.9|1|""|"0001000012291420"|10|292013.1|92416.6|"4000000025346010"|"4"|14.5|"77-78"|"South Street"|"Exeter"|"Devon"|"EX1 1EQ"|"Y"|"Exeter District"|""|""|""|"Restaurant Type"|"Chinese Restaurant"|"Local Data Company"|"01-DEC-2014"
123166774|"Pepperwhite Vintage"|"09480717"|291843.9|92611.5|1|""|"1000002070862550"|2|291849.7|92617.1|"4000000025305983"|"8"|8|"13-14"|"North Street"|"Exeter"|"Devon"|"EX4 3QS"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
123167618|"My Ex Wardrobe"|"09460656"|291976.7|92826.3|1|""|"0001000012290436"|4|291971|92832.4|"4000000025335980"|"4"|8.3|"1"|"Upper Paul Street"|"Exeter"|"Devon"|"EX4 3NB"|"Y"|"Exeter District"|""|""|""|""|""|"Local Data Company"|"01-DEC-2014"
16154218|"Public Telephone"|"06340460"|291206|93266|3|""|"Not Assigned"|0|291206.6|93265.8|"4000000025345949"|"4"|0.6|"Kingdom Mews (Ground Floor)"|""|"Exeter"|"Devon"|"EX4 4BU"|"N"|"Exeter District"|"01392498212"|""|""|""|""|"UK Payphone Directory"|"01-DEC-2014"
17784845|"Sluice"|"10560755"|291411|92674|2|""|"Not Assigned"|0|291420.6|92674.4|"4000000025288017"|"5"|9.6|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
20214191|"Iron Bridge"|"10540730"|291715|92740|1|""|"1000002062008117"|5|291714|92738.9|"4000000025306011"|"6"|1.5|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
20267125|"Exeter Castle (Crown Courts)"|"03170244"|292091|93003|1|""|"0001000012318079"|16|292122.4|92930.1|"4000000025336203"|"4"|79.4|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-DEC-2014"
20126227|"Rougemont Museum Connections Discovery Centre"|"03200267"|292123.6|92897.5|1|""|"0001000012318076"|4|292135.7|92903.6|"4000000025336203"|"4"|13.6|""|"Castle Street"|"Exeter"|"Devon"|"EX4 3PU"|"Y"|"Exeter District"|""|""|""|""|""|"PointX"|"01-DEC-2014"
49381464|"Cash Machine (HSBC Bank plc)"|"02090141"|292249.9|92877.6|1|""|"Not Assigned"|0|292267.3|92853.6|"4000000025295481"|"8"|29.7|"250"|"High Street"|"Exeter"|"Devon"|"EX4 3PZ"|"Y"|"Exeter District"|""|""|""|"Public Accessibility"|"Through the wall with 24 hour accessibility, opens onto public throughfare"|"VocaLink"|"01-DEC-2014"
96606432|"Cash Machine (InfoCash Ltd)"|"02090141"|291890|92655|1|""|"Not Assigned"|0|291850.3|92616.5|"4000000025305983"|"8"|55.4|"Guildhall Shopping Centre"|""|"Exeter"|"Devon"|"EX4 3HP"|"N"|"Exeter District"|""|""|""|"Public Accessibility"|"Limited access for employees only"|"VocaLink"|"01-DEC-2014"
115407950|"Cash Machine (Alliance & Leicester Group)"|"02090141"|292004|92640|1|""|"Not Assigned"|0|291997.7|92646.9|"4000000025460692"|"1"|9.4|"53"|"High Street"|"Exeter, Devonshire"|"Devon"|"EX4 4HE"|"N"|"Exeter District"|""|""|""|"Public Accessibility"|"Through the wall with 24 hour accessibility, opens onto public throughfare"|"VocaLink"|"01-DEC-2014"
21841247|"Silver Lane"|"10590732"|292885|93286|1|""|"Not Assigned"|0|292882.1|93288.5|"4000000025321255"|"5"|3.8|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmpwm"|"Department for Transport"|"01-DEC-2014"
21841200|"Manor Road"|"10590732"|291027|92295|1|""|"Not Assigned"|0|291028.6|92300.6|"4000000025320907"|"3"|5.8|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmamd"|"Department for Transport"|"01-DEC-2014"
21841388|"The Imperial"|"10590732"|291469|93434|1|""|"Not Assigned"|0|291467.3|93433.6|"4000000025306022"|"4"|1.8|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmdma"|"Department for Transport"|"01-DEC-2014"
21841391|"Mount Radford"|"10590732"|292835|92411|1|""|"Not Assigned"|0|292840.2|92410.3|"4000000025306066"|"3"|5.2|""|""|""|"Devon"|"EX1"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvndmptw"|"Department for Transport"|"01-DEC-2014"
26655002|"St Sidwell's School"|"10590732"|292434|93257|1|""|"Not Assigned"|0|292437.2|93261.6|"4000000025306107"|"4"|5.7|""|""|""|"Devon"|"EX4"|"N"|"Exeter District"|""|""|""|"SMS Number"|"dvngdwgd"|"Department for Transport"|"01-DEC-2014"
47036330|"Stardust Amusements"|"04220277"|291740.3|92392.4|1|""|"0001000012291804"|5|291759|92377|"4000000025345888"|"6"|24.2|"145"|"Fore Street"|"Exeter"|"Devon"|"EX4 3AN"|"Y"|"Exeter District"|""|""|""|""|""|"PointX"|"01-DEC-2014"
41263540|"Howell Road"|"10540736"|292215|93158|1|""|"1000002062273125"|6|292273.1|93174.1|"4000000025336197"|"5"|60.3|"Howell Road"|""|"Exeter"|"Devon"|"EX4 4LZ"|"N"|"Exeter District"|""|""|""|""|""|"Department for Transport (Parking)"|"01-DEC-2014"
105057760|"Exeter St. David's Station - Short Stay"|"10540736"|291219|93296|1|""|"1000002062041432"|4|291244.4|93294.7|"4000000025345938"|"3"|25.5|"Bonhay Road"|""|"Exeter"|"Devon"|"EX4 4NT"|"N"|"Exeter District"|""|""|""|""|""|"Department for Transport (Parking)"|"01-DEC-2014"
48021305|"Subway"|"01020018"|292543.4|93095.5|1|""|"0001000012322915"|5|292558.1|93079.1|"4000000025321220"|"4"|22|"45"|"Sidwell Street"|"Exeter"|"Devon"|"EX4 6NS"|"Y"|"Exeter District"|"01392256222"|"www.subway.co.uk"|"Subway"|""|""|"118 Information"|"01-DEC-2014"
48811235|"Molton Brown"|"09480677"|292164.4|92708|1|""|"0001000012317746"|7|292176.4|92651.7|"4000000025439407"|"3"|57.6|"6"|"Bedford Street"|"Exeter"|"Devon"|"EX1 1LT"|"Y"|"Exeter District"|"01392213950"|"www.moltonbrown.co.uk"|"Molton Brown"|""|""|"118 Information"|"01-DEC-2014"
48936453|"Guildhall Shopping Centre"|"09480708"|291920.2|92662.9|1|""|"0001000012290393"|4|291963|92615.6|"4000000025460692"|"1"|63.8|"4"|"Guildhall Shopping Centre"|"Exeter"|"Devon"|"EX4 3HP"|"Y"|"Exeter District"|"01392201910"|"www.guildhallshoppingexeter.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
49014576|"Jackanory"|"09460797"|291200.7|92058|1|""|"0001000012292838"|4|291190|92048.6|"4000000025335822"|"6"|14.3|"57"|"Buller Road"|"Exeter"|"Devon"|"EX4 1BJ"|"Y"|"Exeter District"|"01392221290"|""|""|""|""|"118 Information"|"01-DEC-2014"
49849425|"Russell & Bromley Ltd"|"09460657"|292142.6|92734.8|1|""|"0001000012317839"|5|292128.6|92754.2|"4000000025295481"|"8"|23.9|"26"|"High Street"|"Exeter"|"Devon"|"EX4 3LN"|"Y"|"Exeter District"|"01392421870"|"www.russellandbromley.co.uk"|"Russell & Bromley"|""|""|"118 Information"|"01-DEC-2014"
54634289|"Exeter Box Office"|"02100112"|291818.6|93966.7|1|""|"5000005102986979"|1|291786|94064|"4000000025321421"|"7"|102.6|""|"Stocker Road"|"Exeter"|"Devon"|"EX4 4SZ"|"Y"|"Exeter District"|"01392723518"|"www.exeterboxoffice.com"|""|""|""|"118 Information"|"01-DEC-2014"
54774385|"Ruogemont Chambers"|"02090154"|292282.1|92313.5|1|""|"1000002070981954"|1|292286|92294.2|"4000000025336047"|"5"|19.7|"8 Victory House"|"Dean Clarke Gardens"|"Exeter"|"Devon"|"EX2 4AA"|"Y"|"Exeter District"|"01392208484"|"www.rougemontchambers.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54800754|"Hair at No 5"|"02100156"|291955.5|92533.6|1|""|"0001000012290056"|4|291941.8|92524.6|"4000000025306045"|"5"|16.4|"5"|"South Street"|"Exeter"|"Devon"|"EX1 1DZ"|"Y"|"Exeter District"|"01392258808"|"www.hairatno5.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54987298|"Exeter Auto Centre Ltd"|"02130212"|292661.6|93022.7|1|""|"0001000012322999"|4|292670.4|93031.6|"4000000025346123"|"3"|12.5|""|"Summerland Street"|"Exeter"|"Devon"|"EX1 2AZ"|"Y"|"Exeter District"|"01392495320"|""|""|""|""|"118 Information"|"01-DEC-2014"
54925490|"Forde George"|"02110195"|292562.4|92311|1|""|"0001000012318589"|3|292540.4|92319|"4000000025306053"|"8"|23.4|"1"|"Fairpark Road"|"Exeter"|"Devon"|"EX2 4HL"|"Y"|"Exeter District"|"01392495604"|"www.fordegeorge.com"|""|""|""|"118 Information"|"01-DEC-2014"
54960702|"Southernhay Motors"|"02130212"|292415.5|92661.3|1|""|"0001000012317863"|4|292410.8|92663.6|"4000000025321239"|"3"|5.2|"4"|"Chichester Mews"|"Exeter"|"Devon"|"EX1 1QJ"|"Y"|"Exeter District"|"01392253933"|""|""|""|""|"118 Information"|"01-DEC-2014"
54951573|"Haarer Goss"|"02110195"|292535|92590.5|1|""|"0001000012316913"|2|292536|92570.5|"4000000025346025"|"3"|20|"17"|"Barnfield Road"|"Exeter"|"Devon"|"EX1 1RR"|"Y"|"Exeter District"|"01392251171"|"www.haarergoss.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
54805789|"Chambers of Mr Simon Laws Q C"|"02090154"|291407.5|93075.2|1|""|"0001000012294774"|2|291432.5|93085.5|"4000000025295464"|"10"|27|"63"|"St. Davids Hill"|"Exeter"|"Devon"|"EX4 4DW"|"Y"|"Exeter District"|"01392279751"|"www.walnuthouse.co.uk"|""|""|""|"118 Information"|"01-DEC-2014"
